Therefore the proposal of the Group of the Party of European Socialists and which you have mentioned is that the Prodi Commission present its legislative programme on Wednesday including its proposed administrative reform because otherwise we could find ourselves in a paradoxical situation: on the pretext that there is no text on the one hand the President of the Commission would be denied his right to speak in this Parliament and on the other hand there would be a debate on a reform when Parliament had no prior knowledge of the texts on which it is based.,en-GB
Therefore Madam President I would ask you to request that the Commission express its opinion on this issue and that we then proceed to the vote.,en-GB
(Applause from the PSE Group),en-GB
Madam President I really am quite astonished at Mr Barón Crespo' s behaviour and the fact that he is now asking for this item to be put on Wednesday's agenda.,en-GB
Mr Barón Crespo you were unable to attend the Conference of Presidents last Thursday.,en-GB
I am not criticising this; it happens from time to time that people send someone to represent them.,en-GB
Mr Hänsch represented you on this occasion.,en-GB
In the Conference of Presidents we had an in-depth discussion.,en-GB
Your Group was alone in advocating what you are saying now.,en-GB
We then put it to a vote.,en-GB
As you know each chairman has the same number of votes as his Group has Members.,en-GB
There was a vote on this matter.,en-GB
As I recall the outcome of this vote was 422 votes to 180 with a few abstentions.,en-GB
This means that all the Groups with the exception of the non-attached Members - but of course they are not a Group - were in agreement; only your Group thought that we should proceed as you have proposed here.,en-GB
All of the others were of a different opinion.,en-GB
That was the decision.,en-GB
I should now like to comment on the issue itself.,en-GB
We have confidence in the Commission and in Romano Prodi and after a difficult procedure as everyone knows the vast majority of our Group supported the vote of confidence in Romano Prodi and the Commission.,en-GB
We believe however that the Commission's strategic plan needs to be debated within a proper procedural framework not only on the basis of an oral statement here in the European Parliament but also on the basis of a document which is adopted in the Commission and which describes this programme over the five-year period.,en-GB
There is no such document!,en-GB
The Commission will present its programme for the year 2000 in February.,en-GB
We have said very well if the Commission does not wish to introduce the 2000 programme as early as January then we will do it in February.,en-GB
We have agreed to this.,en-GB
After all we do not wish to quarrel with the Commission; if at all possible we believe that the Commission and Parliament need to tread the same path.,en-GB
However we in Parliament also have a supervisory role with regard to the Commission and we do not have to agree with everything which comes out of the Commission.,en-GB
I should like us to be able to do a reasonable amount of preparation for the debate on the five-year programme in our Groups.,en-GB
You cannot prepare if you hear a statement in this House and have no idea of its content.,en-GB
That is why we would recommend - and it is my impression that the Commission is also open to this idea - that we hold the debate on the Commission's long-term programme up to the year 2005 in February - and I hope that the Commission will agree on a programme before then which it will propose to us - and that at the same time in February we also hold the debate on the Commission's legislative programme for the year 2000.,en-GB
The fact that the subjects are connected also suggests that we should hold the debate on both programmes together.,en-GB
That is why my Group firmly rejects the proposal made by the Socialist Group.,en-GB
(Applause from the PPE-DE Group),en-GB
I propose that we vote on the request of the Group of the Party of European Socialists that the Commission statement on its strategic objectives should be reinstated.,en-GB
(Parliament rejected the request) President.,en-GB
Still on the subject of Wednesday' s sitting I have another proposal regarding the oral question on capital tax.,en-GB
The PPE-DE Group is requesting that this item be taken off the agenda.,en-GB
Is there a member who wishes to speak on behalf of this Group to propose this?,en-GB
Madam President I can hear a ripple of laughter from the Socialists. I was told that large sections of the Socialist Group were also keen to have this item taken off the agenda because at the vote in the Conference of Presidents no vote was received from the working group of Members of the Socialist Group responsible for this matter.,en-GB
I do not know whether this information is correct but the PPE-DE Group would in any case be grateful if this item were removed because Parliament has addressed this issue several times already.,en-GB
Decisions have also been adopted against a tax of this kind.,en-GB
That is why my Group moves that this item be taken off the agenda.,en-GB
Thank you Mr Poettering.,en-GB
We shall now hear Mr Wurtz speaking against this request.,en-GB
Madam President I would firstly like to point out Mr Poettering' s lack of logic.,en-GB
He has just been preaching to the Group of the Party of European Socialists because they went back on a decision taken in a perfectly clear manner at the Conference of Presidents and now he is doing just the same.,en-GB
We discussed that matter and we were unanimous with the exception of the PPE and ELDR Groups.,en-GB
As my fellow chairmen will recall I even mentioned that it was not a matter of knowing whether one was for or against the Tobin tax but of whether one dared to hear what the Commission and the Council thought of it.,en-GB
It is not a lot to ask.,en-GB
I therefore repeat the proposal that this oral question to the Commission and the Council should be retained so that we can find out once and for all the positions of these two bodies regarding the proposal which is relatively modest but which would give a clear message to public opinion particularly after the tide of feeling generated by the failure of the Seattle Conference.,en-GB
We shall proceed to vote on the PPE-DE Group' s request that the oral question regarding the capital tax be withdrawn from the agenda.,en-GB
(Parliament rejected the request with 164 votes for 166 votes against and 7 abstentions),en-GB
Madam President I would like to thank Mr Poettering for advertising this debate.,en-GB
Thank you very much.,en-GB
Madam President has my vote been counted?,en-GB
I was unable to vote electronically since I do not have a card.,en-GB
"My vote was ""in favour"" .",en-GB
Indeed if we add the two Members who have declared themselves then the result of the vote would be ....,en-GB
Madam President the Presidency has already declared the result of the vote.,en-GB
There is no room for amendments.,en-GB
Madam President in the earlier vote - and I will abide by your ruling on this matter - on the question of the strategic plan of the Commission I indicated that I would like to speak in advance of the vote on behalf of my Group.,en-GB
That did not happen.,en-GB
I would appreciate it if on the close of this item of business I might be allowed to give an explanation of vote on behalf of my Group.,en-GB
This is an important matter.,en-GB
It would be useful for the record of the House to state how people perceive what we have just done in the light of their own political analysis.,en-GB
Madam President I do not wish to reopen the debate but I had also asked for the floor to comment on Mr Barón Crespo's motion.,en-GB
You did not call me either.,en-GB
I regret this but the vote has already been taken and the decision is made so let us leave the matter there.,en-GB
I am terribly sorry Mr Hänsch and Mr Cox.,en-GB
I did not see you asking to speak.,en-GB
Even so I think the positions are quite clear and they shall be entered in the Minutes.,en-GB
When we adopt the Minutes for today' s sitting tomorrow then any Members who think the positions have not been explained clearly enough may ask for amendments.,en-GB
This seems to me to be a workable solution.,en-GB
Of course the Minutes for tomorrow' s sitting will take into account any additional explanations.,en-GB
I think this is a better solution than proceeding now to extremely time-consuming explanations of votes.,en-GB
Mr Cox Mr Hänsch would this be acceptable to you?,en-GB
Madam President if the vote records correctly how my Group voted I shall not and cannot object to that.,en-GB
If your ruling is that I cannot give an explanation of vote I accept that but with reservations.,en-GB
We shall pay particular attention to the wording of the Minutes as we always do of course.,en-GB
If they do not properly reflect the positions adopted then we may correct them if necessary.,en-GB
(The order of business was adopted thus amended),en-GB
Safety advisers for the transport of dangerous goods,en-GB
The next item is the report (A5-0105/1999) by Mr Koch on behalf of the Committee on Regional Policy Transport and Tourism on the common position adopted by the Council with a view to adopting a European Parliament and Council directive on the harmonisation of examination requirements for safety advisers for the transport of dangerous goods by road rail or inland waterways (C5-0208/1999 - 1998/0106(COD)).,en-GB
Commissioner Madam President ladies and gentlemen I can be quite frank in saying that I welcome the Council's common position on harmonising the training of safety advisers for the transport of dangerous goods by road rail or inland waterway.,en-GB
Firstly we needed to take action on a formal level in order to meet the requirements of Directive 96/35/EC which obliges the Member States to appoint safety advisers and to organise the training instruction and examination of these people but does not explain this explicitly.,en-GB
Secondly by adopting this directive we achieve a) an increase in safety when dangerous goods are both transported and transhipped; b) a reduction in distortions of competition resulting from wide variations in national training structures and training costs and c) equal opportunities for safety advisers on the European labour market.,en-GB
Thirdly this directive as it currently stands in the common position guarantees - in particular because it confines itself exclusively to minimum standards - a high degree of flexibility and modest regulation by the European Union; by adopting it we contribute to the Member States' bearing a high level of individual responsibility.,en-GB
All of this is in accordance with the principle of subsidiarity and is therefore to be greatly welcomed.,en-GB
Our amendments from the first reading have I believe been taken into account very satisfactorily.,en-GB
They have either been accepted or transposed with no change in the substance or they have been rejected because the corresponding European arrangements have not been included for example a system of penalties for violations of the rules or a complex classification structure for related groups of questions.,en-GB
The one unanimously adopted amendment of the Committee on Regional Policy and Transport which concerns the timetable for implementing the directive is something which I would urge you to support.,en-GB
By not setting a specific date for the Member States to implement the directive and instead giving them a period of three months after its entry into force we are introducing a flexibility clause which ensures that the directive will be implemented without delay.,en-GB
I would urge you to endorse this.,en-GB
Madam President we cannot and must not accept the fact that we hear ever more frequently of accidents causing major damage on our roads but also on our railways and waterways not solely but at least partly because those involved do not take the transport of dangerous goods seriously enough or because - as a result of ignorance or a lack of training on the part of the drivers or others responsible for the various vehicles - a minor accident has all too often become a major disaster.,en-GB
As an Austrian I still have a vivid memory as I believe we all do of the catastrophe which cost so many human lives last year in the Tauern Tunnel where subsequent work to rebuild the parts of the tunnel which had been destroyed in this fire continued for many months at huge expense.,en-GB
The renovation project which lasted for months cut off this important route between the north and south of Europe.,en-GB
The traffic which had to be diverted because of this stretched the patience of many thousands of people in the EU to the limit.,en-GB
In fact all hell broke loose in some municipalities in my province.,en-GB
Prevention has to be our answer to disasters of this kind and this draft directive is an important step towards well-trained safety advisers being available so that the right action is taken in good time.,en-GB
All the same we must not content ourselves with enacting European law to ensure greater safety.,en-GB
We also need to follow this up and make sure that our rules are transposed by the Member States in good time and - even more importantly - we need to ensure that they are also applied afterwards.,en-GB
Please let this not be yet another sector where we subsequently have to lament the lack of enforcement.,en-GB
I should like to address one final point. We must not content ourselves with sealing another hole in the safety net and shutting our eyes to the fact that where transport safety in Europe is concerned there is still much more to be done.,en-GB
In this context I should like to make a request and ask the Commissioner responsible who is with us here today to table an appropriate text as soon as possible with a view to continuing to make it safer for traffic to transit tunnels in the future so that we in Europe do not have to experience any more such disasters on this scale.,en-GB
Madam President first of all I should like to thank Mr Koch for his report which has at its heart the issue of transport safety.,en-GB
The report looks at the issue of harmonising the examination requirements for safety advisors working in the areas of transportation of dangerous goods by road rail and inland waterway.,en-GB
I congratulate him on his excellent report.,en-GB
Transport safety has sadly been in the news recently: the Paddington rail crash in London the terrible rail crash in Norway the two aviation crashes involving EU citizens and the natural disaster involving the Erika off Brittany - all within the last four months - remind us that transport safety can never be taken for granted and that those charged with protecting the public must be highly motivated and highly qualified.,en-GB
The rapporteur has pointed out to the House that in its common position the Council has accepted six of Parliament's ten amendments put forward at first reading and that the substance of Parliament's other amendments has been retained.,en-GB
My Group will therefore support the common position and looks forward to the enactment of the legislation which will provide us with yet another tool in our fight to make transport in the European Union as safe as possible.,en-GB
When it comes to safety my Group will always support any initiatives to improve transport safety.,en-GB
We still have a lot of work to do in this area as recent events have proved.,en-GB
Madam President I would like to make a few comments.,en-GB
I would like first of all to thank the rapporteur for his exceptionally accurate and technical work on the report and secondly the Commission for the proposal it has submitted.,en-GB
We are concerned here with the harmonisation of examination requirements but also in fact with minimum requirements.,en-GB
This is a pity in a sense.,en-GB
Needless to say safety on roads railways and inland waterways is of key importance and given the international nature of these types of transport training for safety advisors should also be harmonised therefore as well as the requirements of the new ADR for example which is under way.,en-GB
This is important but so is enforcement and there are of course a number of reasons why we need to pay particular attention to this.,en-GB
Il est absolument certain que ces trois navires ont disparu laissant derrière eux une catastrophe écologique.,fr-FR
Mon groupe exprime sa sympathie au peuple de Bretagne qui a vu sa région souillée par cette catastrophe tout comme il a exprimé sa sympathie au peuple du West Wales et des îles Shetland en des occasions précédentes.,fr-FR
Il est grand temps que nous cessions d'exprimer notre sympathie et que nous commencions à délivrer des avis d'exécution afin de nous débarrasser de ces navires de la honte pour que les mers soient sûres. Dans le cas contraire plus tard dans l'année nous discuterons à nouveau d'une nouvelle proposition de résolution lorsqu'un pétrolier de plus battant pavillon de complaisance coulera malheureusement répandant son pétrole brut sur la mer.,fr-FR
Le temps des résolutions est passé.,fr-FR
Ce dont nous avons besoin maintenant c'est d'agir.,fr-FR
Malheureusement je crains que le Conseil une fois de plus n'agira pas et que nous rediscuterons à l'avenir d'une énième catastrophe maritime et écologique.,fr-FR
Monsieur le Président chaque fois qu'une catastrophe de ce type a lieu nous disons que cela ne doit plus se reproduire.,fr-FR
En réalité nous ne pourrons jamais empêcher les accidents en mer mais il nous incombe de tirer les leçons chaque fois qu'un accident de ce type a lieu et de mettre en uvre ce que nous avons appris en vue de réduire les risques à l'avenir.,fr-FR
L'accident de l'Erika est grave en particulier pour les Bretons qui ont été le plus touchés mais il s'est avéré dévastateur pour la faune de la majeure partie de l'Europe.,fr-FR
D'aucuns déclarent que cet accident est le pire ayant frappé les oiseaux dans cette partie de l'Europe.,fr-FR
La Royal Society for the Protection of Birds estime que pas moins de 400 000 oiseaux et peut-être un grand nombre de guillemots ont péri.,fr-FR
Les images que beaucoup parmi nous auront vues montrant des vétérinaires tuer les oiseaux recouverts de pétrole étaient à la fois pénibles et tragiques.,fr-FR
Nous voulons tous les normes les plus élevées pour les navires quel que soit le pavillon qu'ils battent.,fr-FR
"Nous devons appliquer les règlements et garantir que le principe du ""pollueur payeur"" soit mis en uvre afin d'exercer des pressions à la fois sur les affréteurs de navire et les compagnies pétrolières par le biais de sanctions financières et de certaines mesures d'encouragement pour garantir que des meilleures pratiques soient introduites.",fr-FR
J'approuve mot pour mot les remarques de Mme la commissaire mais la question est la suivante : combien de temps faudra-t-il pour que des mesures soient introduites en vue de traiter le problème de la manière qu'elle propose ?,fr-FR
En tant que femme politique elle doit rappeler à ses fonctionnaires à quel point il serait difficile de revenir devant le Parlement dans un an si un accident similaire tout aussi dévastateur devait avoir lieu. Il lui serait difficile de revenir si certaines des mesures qu'elles a proposées aujourd'hui ne dépassaient pas le stade des beaux discours et si elle n'avait pas eu la chance de les mettre en uvre.,fr-FR
L'idée qu'un accident de ce type se produise dans un avenir proche devrait totalement accaparer son attention et celle de ses fonctionnaires.,fr-FR
"Monsieur le Président Madame la Commissaire je vous ai apporté un petit cadeau : voilà une galette de mazout envoyée par une habitante de l'île de Noirmoutier qui m'écrit ceci : ""à chaque marée la plage est couverte de fuel lourd échappé de l'Erika.",fr-FR
À chaque marée volontaires militaires pompiers retirent d'immenses galettes de ce goudron noir visqueux et épais.,fr-FR
"À quand le retour à la propreté et la fin de cet accident dévastateur"" ?",fr-FR
Oui cet accident de l'Erika comme celui du bateau russe en Turquie d'ailleurs est inacceptable et intolérable au moment où la haute technologie est portée au zénith.,fr-FR
"Il est d'autant plus inacceptable qu'il se produit vingt ans après la catastrophe de l'Amoco Cadiz alors que l'on avait déjà dit et répété à plusieurs reprises ""plus jamais çà !"".",fr-FR
Il est bien sûr de la responsabilité des politiques et donc de la nôtre de garantir la sécurité des transports maritimes.,fr-FR
Nous devons véritablement garantir aux citoyens qu'un tel désastre ne se reproduira plus.,fr-FR
Or en vous écoutant Madame la Commissaire nous sommes un peu frustrés parce que ceux qui se sont déjà occupés de ces questions savent que la Commission et le Parlement avaient préparé en 1992 je crois un texte très intéressant qui contenait déjà toutes les propositions contenues dans la résolution établie aujourd'hui par la commission des transports.,fr-FR
Parce que c'est vrai qu'il faut le dire et le redire : l'Erika c'est la catastrophe de trop.,fr-FR
C'est pourquoi il est urgent que l'Union européenne s'engage dans une révision drastique de ses directives en matière de transport maritime pour les rendre plus contraignantes et établir un régime des responsabilités des propriétaires de cargaisons clair et précis.,fr-FR
Il faut savoir par exemple que Shell et British Petroleum avaient refusé à l'Erika de transporter leur pétrole.,fr-FR
Pourquoi dans ces conditions ne reconnaît-on pas la responsabilité de l'affréteur qu'est Total ?,fr-FR
Il faut également que dans vos propositions vous imposiez les doubles coques et le respect enfin de l'interdiction des dégazages en mer.,fr-FR
Il faut mettre en place le corps européen des inspecteurs pour qu'ils puissent effectivement et efficacement contrôler l'état des bateaux.,fr-FR
Par ailleurs il est tout aussi urgent que l'Union européenne s'engage à réformer l'OMI.,fr-FR
À quoi cela sert-il en effet de mettre en place des directives contraignantes si ensuite la plupart des bateaux font ce qu'ils veulent une fois sur les océans ?,fr-FR
Enfin Mesdames et Messieurs j'aurai une pensée émue pour tous les volontaires amis de la nature et des oiseaux qui spontanément et généreusement répondent présents et volent au secours des oiseaux mazoutés en organisant leur sauvetage avec les moyens du bord.,fr-FR
Je puis attester de ce travail remarquable.,fr-FR
Vous savez sans doute qu'environ 200 000 oiseaux périront suite à cette marée noire qui est une catastrophe écologique majeure et pratiquement sans précédent.,fr-FR
Vous savez aussi pertinemment combien il est difficile aujourd'hui de préserver les espèces et combien il est difficile de préserver des espaces.,fr-FR
Et à ce propos Madame la Commissaire vous n'avez rien dit de la manière dont la Commission compte contribuer à la restauration de la nature et des milieux naturels.,fr-FR
Une fois de plus il n'y aura pas de responsable clairement défini.,fr-FR
En attendant c'est toujours la nature qui trinque.,fr-FR
Monsieur le Président mon groupe a demandé l' organisation de ce débat pour donner à notre Parlement l' occasion d' exprimer sa solidarité aux personnes directement touchées par cette catastrophe écologique touchées à la fois dans leur activité économique et dans leurs relations affectives avec leur environnement naturel.,fr-FR
"Permettez-moi à ce propos de saluer la présence dans nos tribunes de la porte-parole du collectif ""Marée noire"" constitué par des citoyennes et des citoyens du département du Morbihan Madame Javette-Le Besque.",fr-FR
Exprimer leur solidarité de nombreux bénévoles de France et de différents pays européens l' ont fait en prêtant main forte aux victimes sur le terrain.,fr-FR
Exprimer notre solidarité en tant que Parlement européen c' est d' abord agir pour obtenir le déblocage immédiat d' une aide d' urgence aux familles touchées par la marée noire et c' est dans le même temps exiger un renforcement qualitatif à l' échelle européenne et internationale des règles et des normes de sécurité des transports maritimes prévoyant des contrôles beaucoup plus fréquents et des sanctions nettement plus dissuasives à l' égard des contrevenants.,fr-FR
Nos propositions concernent notamment l' âge des pétroliers.,fr-FR
Parmi ceux qui ont été contrôlés et jugés en infraction l' année dernière 15 avaient vingt ans ou plus certains plus de trente et même davantage.,fr-FR
Ce n' est plus tolérable.,fr-FR
Ensuite les pavillons de complaisance.,fr-FR
D' après la Fédération internationale des transports plus de 40 % des navires naufragés en 1998 étaient sous pavillon de complaisance symbole du profit et de l' exploitation des hommes au détriment de la sécurité.,fr-FR
Ce n' est plus tolérable.,fr-FR
Enfin l' absence de transparence.,fr-FR
Tout est fait pour rendre le plus opaque possible la chaîne des responsabilités l' identité des propriétaires et des décideurs réels.,fr-FR
Ce n' est plus tolérable.,fr-FR
Sur tous ces plans nous devons obtenir des changements réels et significatifs y compris la fixation d' une date-butoir pour la mise aux normes nouvelles incluant la double coque sous peine d' interdiction de mouiller dans les ports ou de croiser dans les eaux territoriales des États membres.,fr-FR
Nous devons également obtenir un surcroît de rigueur tant dans la délivrance des certificats de navigabilité que dans le suivi de l' état et de l' entretien des navires.,fr-FR
Nous devons enfin obtenir que tous les responsables d' une catastrophe contribuent aux réparations.,fr-FR
Je pense notamment dans le cas présent au groupe Total-Fina.,fr-FR
Cette même démarche Monsieur le Président l' Union européenne peut la développer vis-à-vis de l' Organisation maritime internationale.,fr-FR
Elle aura alors prouvé son utilité face à une opinion publique qui attend cette fois des actes clairs et concrets.,fr-FR
Monsieur le Président Madame la Commissaire élu de la côte atlantique française élu de Vendée je voudrais d'abord exprimer le sentiment de révolte des populations victimes de la marée noire de l'Erika devant les désastres occasionnés non pas par une catastrophe naturelle comme l'ouragan qui vient aussi de nous frapper mais par un crime.,fr-FR
Dans l'urgence face à l'épreuve un magnifique élan de solidarité s'est manifesté : solidarité locale solidarité nationale solidarité intergouvernementale.,fr-FR
Ce qu'attendent maintenant les populations sinistrées ceux qui ont tout perdu notamment parmi les professionnels de la mer et du tourisme ceux dont l'activité est compromise pour plusieurs années c'est non seulement que les pollueurs réparent les dégâts qu'ils ont commis mais que tout soit mis en uvre pour que leur malheur actuel serve demain aux autres afin d'empêcher le renouvellement de pareils crimes.,fr-FR
Nous payons bien évidemment le prix de nos abandons.,fr-FR
Parce que nos États avec la bénédiction de la Communauté n'ont plus jugé utile d'avoir leur propre flotte de commerce et ont laissé disparaître un savoir-faire rigoureux en matière de construction navale nous ne disposons plus d'une traçabilité claire des bateaux et nous voyons de véritables navires-poubelles sillonner nos eaux sous pavillon de complaisance au gré des intérêts à court terme des compagnies multinationales.,fr-FR
Il faut absolument mettre fin à la cascade de l'irresponsabilité affréteurs irresponsables armateurs introuvables sociétés de certification complaisante.,fr-FR
Or aujourd'hui nous sommes dans la plus grande confusion.,fr-FR
Ces matières doivent bien évidemment être traitées au niveau mondial mais les règles internationales actuelles de l'OMI sont très insuffisantes et beaucoup trop laxistes et ni nos pays ni la Communauté n'ont cherché avec opiniâtreté à les rendre plus rigoureuses malgré les catastrophes précédentes.,fr-FR
Certes le Fonds international contre la pollution par les hydrocarbures le FIPOL existe mais il dilue les responsabilités et il est plafonné à un niveau tout à fait insuffisant qu'il faut revoir.,fr-FR
